"algorithm","localsearch","alpha","beta","rho","ants","q0","rasrank","elitistants","nnls","dlb","Elite"
1,3,1.15,5.32,0.9,71,NA,NA,NA,18,1,FALSE
2,4,3.65,0.32,0.4,23,NA,4,NA,41,2,FALSE
3,1,2.4,7.82,0.15,47,0.28,NA,NA,NA,NA,FALSE
4,2,4.9,2.82,0.65,95,NA,NA,710,6,1,FALSE
1,4,1.78,6.57,0.77,83,NA,NA,NA,35,2,FALSE
4,3,4.28,1.57,0.28,35,NA,NA,428,12,1,FALSE
3,2,0.53,9.07,0.03,11,0.9,NA,NA,24,1,FALSE
5,1,3.03,4.07,0.53,59,NA,NA,NA,NA,NA,FALSE
1,1,4.55,3.68,0.27,77,NA,NA,NA,NA,NA,FALSE
2,2,2.05,8.68,0.77,29,NA,20,NA,43,1,FALSE
3,3,3.3,1.18,0.52,5,0.93,NA,NA,31,1,FALSE
4,4,0.8,6.18,0.02,53,NA,NA,223,8,2,FALSE
2,4,3.93,2.43,0.64,41,NA,83,NA,25,2,TRUE
5,3,1.43,7.43,0.15,89,NA,NA,NA,48,1,FALSE
4,1,0.18,9.93,0.89,17,NA,NA,129,NA,NA,FALSE
1,2,2.68,4.93,0.39,65,NA,NA,NA,37,1,FALSE
3,2,1.11,3.06,0.21,23,0.24,NA,NA,11,1,FALSE
4,1,3.61,8.06,0.7,71,NA,NA,83,NA,NA,FALSE
2,3,4.86,5.56,0.46,47,NA,39,NA,22,1,FALSE
5,4,2.36,0.56,0.95,95,NA,NA,NA,45,2,FALSE
2,4,2.99,6.81,0.33,11,NA,76,NA,28,2,FALSE
1,3,0.49,1.81,0.83,59,NA,NA,NA,5,1,FALSE
5,2,4.24,9.31,0.58,83,NA,NA,NA,17,1,FALSE
3,1,1.74,4.31,0.09,35,0.61,NA,NA,NA,NA,FALSE
5,1,0.96,0.87,0.43,14,NA,NA,NA,NA,NA,FALSE
3,2,3.46,5.87,0.92,62,0.77,NA,NA,21,2,TRUE
1,4,4.71,8.37,0.18,38,NA,NA,NA,33,1,FALSE
4,3,2.21,3.37,0.67,86,NA,NA,247,10,2,FALSE
2,4,0.33,4.62,0.55,74,NA,92,NA,50,1,FALSE
5,3,2.83,9.62,0.05,26,NA,NA,NA,27,2,FALSE
4,2,1.58,2.12,0.3,50,NA,NA,153,15,2,FALSE
3,1,4.08,7.12,0.8,98,0.4,NA,NA,NA,NA,FALSE
1,2,0.02,6.49,0.73,8,NA,NA,NA,41,2,FALSE
2,1,2.52,1.49,0.24,56,NA,73,NA,NA,NA,FALSE
5,3,3.77,3.99,0.98,32,NA,NA,NA,30,2,FALSE
5,4,1.54,7.67,0.51,15,NA,NA,NA,6,1,TRUE
5,4,3.89,1.1,0.36,72,NA,NA,NA,27,2,TRUE
3,2,3.46,5.87,0.92,62,0.77,NA,NA,21,2,TRUE
2,4,3.93,2.43,0.64,41,NA,83,NA,25,2,TRUE
2,4,3.42,3.92,0.14,99,NA,30,NA,23,1,TRUE
4,2,3.26,2.6,0.52,78,NA,NA,518,24,2,FALSE
3,4,2.93,2.11,0.31,64,0.94,NA,NA,9,1,TRUE
3,2,3.82,6.92,0.64,87,0.84,NA,NA,28,2,FALSE
5,2,3.83,5.03,0.12,75,NA,NA,NA,38,1,FALSE
3,3,3.1,2.27,0.24,27,0.72,NA,NA,9,1,FALSE
2,4,3.68,4.37,0.44,12,NA,93,NA,13,2,FALSE
5,2,2.36,0.33,0.36,64,NA,NA,NA,26,2,FALSE
3,2,2.59,0.87,0.06,6,0.74,NA,NA,33,2,FALSE
5,1,3.29,2.45,0.27,69,NA,NA,NA,NA,NA,FALSE
3,3,1.61,8.38,0.35,41,0.74,NA,NA,20,1,FALSE
5,4,4.88,3.35,0.14,58,NA,NA,NA,23,2,FALSE
4,3,1.35,5.66,1,11,NA,NA,443,20,1,FALSE
4,2,3.06,8.7,0.85,16,NA,NA,442,7,1,FALSE
4,3,0.8,1.06,0.71,38,NA,NA,11,28,1,FALSE
2,4,1.61,1.92,0.06,49,NA,7,NA,14,1,FALSE
4,4,2.78,6.22,0.46,35,NA,NA,174,23,2,FALSE
5,1,1,5.55,0.84,38,NA,NA,NA,NA,NA,FALSE
1,4,3.31,7.91,0.64,65,NA,NA,NA,17,1,FALSE
2,2,0.91,5.46,0.74,75,NA,36,NA,5,2,FALSE
2,3,3.36,0.71,0.13,65,NA,47,NA,18,1,FALSE
2,1,1.31,3.56,0.29,27,NA,18,NA,NA,NA,FALSE
4,2,1.05,6.83,0.71,9,NA,NA,297,15,1,FALSE
1,2,3.66,1.04,0.12,91,NA,NA,NA,20,2,FALSE
4,4,2.17,1.13,0.07,26,NA,NA,122,15,1,FALSE
3,4,1.39,9.74,0.82,80,0.83,NA,NA,14,1,FALSE
2,1,4.32,4.12,0.08,87,NA,55,NA,NA,NA,FALSE
3,2,4.53,6.55,0.92,8,0.6,NA,NA,5,1,FALSE
5,4,1.63,2.71,0.26,58,NA,NA,NA,31,2,FALSE
4,3,1.22,5.73,0.62,59,NA,NA,96,9,2,FALSE
3,1,0.64,9.28,0.09,20,0.68,NA,NA,NA,NA,FALSE
5,3,1.84,3.69,0.3,86,NA,NA,NA,23,1,FALSE
3,4,2.57,0.62,0.66,48,0.02,NA,NA,49,2,FALSE
1,3,1.78,8.42,0.85,58,NA,NA,NA,19,1,FALSE
5,4,1.84,1.56,0.57,44,NA,NA,NA,23,2,FALSE
4,3,4.5,1.16,0.22,65,NA,NA,413,48,2,FALSE
5,3,3.74,4.38,0.96,36,NA,NA,NA,6,2,FALSE
2,2,1.39,4.34,0.47,22,NA,25,NA,19,2,FALSE
5,4,0.58,2.96,0.71,50,NA,NA,NA,24,2,FALSE
2,2,3.86,2.77,0.11,65,NA,82,NA,17,1,FALSE
3,4,4.89,2.07,0.49,95,0.35,NA,NA,28,1,FALSE
3,1,3.66,4.81,0.44,77,0.89,NA,NA,NA,NA,FALSE
5,2,1.35,4.26,0.85,90,NA,NA,NA,19,1,FALSE
1,2,3.21,5.46,0.95,32,NA,NA,NA,9,2,FALSE
4,4,2.41,9.9,0.24,16,NA,NA,186,8,2,FALSE
1,2,3.74,5.87,0.47,57,NA,NA,NA,34,2,FALSE
2,4,1.2,9.29,0.11,89,NA,90,NA,39,2,FALSE
5,4,0.36,8.47,0.52,39,NA,NA,NA,16,2,FALSE
5,3,1.31,9.02,0.09,7,NA,NA,NA,15,1,FALSE
3,4,4.81,1.17,0.38,34,0.01,NA,NA,32,2,FALSE
2,1,2.69,1.17,0.07,28,NA,49,NA,NA,NA,FALSE
2,4,3.34,5.16,0.14,32,NA,76,NA,22,1,FALSE
4,4,1.88,2.7,0.8,19,NA,NA,401,28,2,FALSE
4,3,3.29,8.4,0.59,17,NA,NA,253,16,2,FALSE
1,1,1.66,7.27,0.69,10,NA,NA,NA,NA,NA,FALSE
1,3,3.82,3.53,0.24,47,NA,NA,NA,28,1,FALSE
4,1,2.63,2.56,0.39,86,NA,NA,652,NA,NA,FALSE
4,2,4.08,5.35,0.31,10,NA,NA,418,5,2,FALSE
2,1,4.64,3.28,0.36,95,NA,1,NA,NA,NA,FALSE
2,4,3.92,4.21,0.19,27,NA,92,NA,31,1,FALSE
2,4,4.66,5.19,0.2,81,NA,70,NA,34,1,FALSE
4,1,2.47,1.9,0.71,83,NA,NA,535,NA,NA,FALSE
5,2,0.6,8.33,0.3,9,NA,NA,NA,12,2,FALSE
5,3,3.93,8.55,0.35,97,NA,NA,NA,48,2,FALSE
3,4,0.56,5.09,0.53,56,0.16,NA,NA,18,2,FALSE
1,3,0.37,7.34,0.44,48,NA,NA,NA,12,2,FALSE
4,2,2.1,3.76,0.96,67,NA,NA,521,34,2,FALSE
5,2,2.14,0.12,0.84,62,NA,NA,NA,36,2,FALSE
5,3,2.71,4.32,0.84,44,NA,NA,NA,47,1,FALSE
1,3,4.2,0.92,0.31,88,NA,NA,NA,36,1,FALSE
3,1,4.62,7.45,0.62,51,0.44,NA,NA,NA,NA,FALSE
1,4,2.59,5.98,0.4,83,NA,NA,NA,10,2,FALSE
5,2,2.17,5.65,0.31,40,NA,NA,NA,23,2,FALSE
4,4,1.44,0.89,0.78,79,NA,NA,431,35,1,FALSE
2,4,4.47,2.55,0.4,74,NA,71,NA,30,2,FALSE
1,3,3.39,7.6,0.21,11,NA,NA,NA,35,2,FALSE
2,1,3.71,0.25,0.37,76,NA,35,NA,NA,NA,FALSE
5,4,2.45,9.21,0.66,7,NA,NA,NA,12,1,FALSE
1,2,2.46,8.52,0.2,69,NA,NA,NA,25,1,FALSE
2,1,2.85,2.07,0.18,58,NA,20,NA,NA,NA,FALSE
4,1,4.53,3.17,0.46,67,NA,NA,451,NA,NA,FALSE
3,4,2.93,2.11,0.31,64,0.94,NA,NA,9,1,TRUE
1,4,4.83,3.13,0.08,78,NA,NA,NA,9,1,FALSE
1,4,2.75,2.81,0.68,87,NA,NA,NA,9,1,FALSE
3,4,3.1,0.58,0.31,48,0.73,NA,NA,12,2,FALSE
2,4,2.48,4.24,0.08,59,NA,21,NA,21,1,FALSE
1,4,3.35,4.62,0.68,56,NA,NA,NA,9,1,FALSE
3,3,0.17,3.28,0.39,36,0.78,NA,NA,21,1,FALSE
5,3,1.84,0.18,0.39,78,NA,NA,NA,10,1,FALSE
3,4,2.73,1.23,0.02,44,0.61,NA,NA,13,1,FALSE
4,4,2.27,0.04,0.23,76,NA,NA,239,18,1,FALSE
5,2,3.05,2.65,0.29,24,NA,NA,NA,23,1,FALSE
3,4,2.61,4.17,0.56,78,0.78,NA,NA,10,1,FALSE
3,3,2.31,2.7,0.56,69,0.64,NA,NA,35,1,FALSE
3,4,0.47,1.49,0.32,59,0.86,NA,NA,8,1,FALSE
5,3,3.45,0.42,0.43,51,NA,NA,NA,9,1,FALSE
3,4,2.23,3.17,0.26,42,0.95,NA,NA,7,1,FALSE
4,4,0.74,4.17,0.27,10,NA,NA,449,16,1,FALSE
3,4,2.67,6.66,0.41,43,0.6,NA,NA,11,1,TRUE
3,4,3.83,2.12,0.25,53,0.51,NA,NA,25,1,FALSE
3,4,3.18,0.71,0.35,48,0.9,NA,NA,5,1,FALSE
5,2,0.58,3.8,0.2,83,NA,NA,NA,12,1,FALSE
2,4,2.97,0.09,0.24,53,NA,87,NA,13,1,FALSE
1,3,3.31,3.12,0.43,68,NA,NA,NA,8,1,FALSE
3,4,3.72,0.6,0.24,51,0.45,NA,NA,7,2,TRUE
5,4,2.05,0.7,0.17,75,NA,NA,NA,23,1,FALSE
3,4,1.73,2.21,0.13,92,0.95,NA,NA,7,1,FALSE
3,3,1.91,3.23,0.2,65,0.99,NA,NA,13,1,FALSE
5,4,3.33,2.02,0.33,71,NA,NA,NA,18,1,FALSE
3,4,2.74,2.07,0.25,39,0.84,NA,NA,11,1,FALSE
3,4,2.31,2.54,0.42,37,0.26,NA,NA,21,1,TRUE
3,1,1.67,3.99,0.13,59,0.93,NA,NA,NA,NA,FALSE
1,4,3.12,5.54,0.25,81,NA,NA,NA,13,1,FALSE
3,4,4.35,2.83,0.37,77,0.87,NA,NA,5,1,FALSE
5,4,2.47,1.22,0.26,54,NA,NA,NA,19,1,FALSE
3,1,3.13,4.33,0.38,58,0.84,NA,NA,NA,NA,FALSE
3,4,1.43,6.33,0.36,77,0.65,NA,NA,17,2,FALSE
3,4,2.75,1.41,0.07,29,0.34,NA,NA,10,1,TRUE
5,1,4.86,2.52,0.16,65,NA,NA,NA,NA,NA,FALSE
3,3,1.99,0.16,0.4,53,0.89,NA,NA,21,1,FALSE
5,4,3.9,2.08,0.35,47,NA,NA,NA,16,1,FALSE
4,4,1.62,4.44,0.45,66,NA,NA,92,9,2,FALSE
5,4,1.49,2.7,0.45,53,NA,NA,NA,13,1,FALSE
2,1,3.61,4.54,0.25,42,NA,67,NA,NA,NA,FALSE
3,4,2.4,1.81,0.52,50,0.83,NA,NA,12,2,FALSE
5,4,4.52,0.1,0.44,84,NA,NA,NA,8,1,FALSE
3,4,1.98,3.61,0.53,77,0.68,NA,NA,5,2,FALSE
2,4,2.28,2.86,0.46,50,NA,56,NA,20,1,FALSE
1,4,3.65,5.65,0.18,66,NA,NA,NA,15,1,FALSE
1,4,4,1.96,0.63,66,NA,NA,NA,8,1,FALSE
2,4,4.73,2.12,0.22,77,NA,35,NA,13,2,FALSE
5,4,4.08,2.3,0.24,38,NA,NA,NA,8,1,FALSE
5,4,3.64,0.3,0.55,58,NA,NA,NA,24,1,FALSE
3,1,1.53,2.11,0.51,35,0.37,NA,NA,NA,NA,FALSE
3,4,1.99,0.51,0.39,61,0.77,NA,NA,13,2,FALSE
3,3,2.01,3.19,0.34,51,0.87,NA,NA,13,1,FALSE
2,4,4.08,1.73,0.34,88,NA,59,NA,9,1,FALSE
5,4,3.35,3.29,0.35,61,NA,NA,NA,7,2,FALSE
5,3,1.77,0.38,0.04,60,NA,NA,NA,32,1,FALSE
3,1,4.35,4.73,0.11,33,0.38,NA,NA,NA,NA,FALSE
4,4,1.86,2.18,0.81,62,NA,NA,546,16,1,FALSE
2,1,2.15,3.5,0.1,78,NA,32,NA,NA,NA,FALSE
3,4,3.48,4.15,0.33,62,0.45,NA,NA,7,2,FALSE
3,2,2.97,1.97,0.43,23,0.84,NA,NA,20,1,FALSE
3,2,4.7,3.18,0.23,86,0.59,NA,NA,14,1,FALSE
5,4,3.94,2.34,0.32,32,NA,NA,NA,11,2,FALSE
2,4,2.85,3.61,0.47,66,NA,26,NA,35,1,FALSE
3,4,2.6,0.15,0.46,59,0.74,NA,NA,14,2,FALSE
3,2,3.15,3.25,0.11,35,0.88,NA,NA,17,1,FALSE
5,2,3.24,3.78,0.4,92,NA,NA,NA,23,2,FALSE
5,4,4.08,1.63,0.29,53,NA,NA,NA,16,1,FALSE
4,2,2.29,2.16,0.65,79,NA,NA,458,21,2,FALSE
2,4,4.26,6.88,0.02,54,NA,85,NA,19,1,FALSE
5,4,1.87,2.98,0.31,84,NA,NA,NA,8,1,FALSE
5,4,3.04,0.16,0.52,57,NA,NA,NA,35,1,FALSE
2,2,2.27,1.85,0.35,41,NA,55,NA,12,1,FALSE
1,2,1.47,5.68,0.04,27,NA,NA,NA,21,2,FALSE
4,4,3.86,3.03,0.48,48,NA,NA,669,8,2,FALSE
3,4,2.05,0.46,0.38,63,0.78,NA,NA,13,1,FALSE
1,4,2.96,3.17,0.23,60,NA,NA,NA,13,1,FALSE
3,4,2.93,2.11,0.31,64,0.94,NA,NA,9,1,TRUE
3,4,2.75,1.41,0.07,29,0.34,NA,NA,10,1,TRUE
3,4,2.67,6.66,0.41,43,0.6,NA,NA,11,1,TRUE
3,4,3.72,0.6,0.24,51,0.45,NA,NA,7,2,TRUE
3,4,2.31,2.54,0.42,37,0.26,NA,NA,21,1,TRUE
3,4,3.18,1.63,0.28,65,0.77,NA,NA,18,1,FALSE
3,4,4.01,2.19,0.44,70,0.16,NA,NA,16,2,FALSE
4,4,2.61,2.98,0.46,56,NA,NA,145,12,1,FALSE
3,4,2.81,2.13,0.27,43,0.46,NA,NA,19,2,FALSE
3,4,1.63,0.47,0.45,89,0.9,NA,NA,19,1,FALSE
3,2,2.6,5.5,0.3,47,0.72,NA,NA,9,1,FALSE
3,4,3.23,0.13,0.44,59,0.89,NA,NA,19,1,TRUE
3,4,2.67,3.04,0.48,37,0.94,NA,NA,10,2,FALSE
3,4,2.26,1.37,0.29,61,0.6,NA,NA,16,1,FALSE
3,3,3.88,0.5,0.11,54,0.65,NA,NA,14,1,FALSE
3,2,1.59,2.78,0.32,70,0.95,NA,NA,10,1,FALSE
2,2,1.66,1.04,0.08,28,NA,20,NA,27,1,FALSE
3,4,2.03,4.35,0.09,13,0.44,NA,NA,16,2,FALSE
3,4,3.06,1.15,0.51,63,0.57,NA,NA,5,1,FALSE
3,4,2.09,6.19,0.63,37,0.74,NA,NA,11,1,FALSE
3,2,2.31,0.53,0.46,67,0.76,NA,NA,16,2,FALSE
3,4,2.73,0.44,0.17,43,0.21,NA,NA,9,1,FALSE
5,4,2.37,2.46,0.53,53,NA,NA,NA,17,1,FALSE
1,4,3.98,0.4,0.21,40,NA,NA,NA,10,2,FALSE
3,4,3.94,0.68,0.35,26,0.64,NA,NA,14,1,FALSE
3,4,3.11,1.86,0.36,60,0.89,NA,NA,18,1,TRUE
3,4,4.18,1.38,0.08,74,0.64,NA,NA,10,2,FALSE
3,4,0.79,5.04,0.27,28,0.64,NA,NA,12,1,FALSE
3,4,2.48,3.19,0.4,68,0.76,NA,NA,7,1,FALSE
3,4,3.21,0.6,0.12,32,0.38,NA,NA,22,1,FALSE
3,4,2.35,9.42,0.55,54,0.57,NA,NA,10,2,FALSE
3,4,3.03,0.1,0.3,43,0.61,NA,NA,5,2,FALSE
3,4,2.97,1.24,0.49,75,0.82,NA,NA,8,1,FALSE
3,4,2.76,5.1,0.68,58,0.36,NA,NA,13,1,TRUE
1,4,0.89,6.62,0.66,36,NA,NA,NA,16,1,FALSE
3,4,3.95,7.89,0.41,28,0.76,NA,NA,15,2,FALSE
3,4,3.29,1.67,0.25,44,0.58,NA,NA,11,1,FALSE
1,4,3.09,0.65,0.33,13,NA,NA,NA,15,1,FALSE
5,4,2.62,7.37,0.41,56,NA,NA,NA,6,1,FALSE
3,4,2.08,2.56,0.31,57,0.94,NA,NA,11,1,FALSE
3,4,1.01,3.23,0.15,70,0.62,NA,NA,13,1,FALSE
3,4,3.05,1.18,0.32,46,0.21,NA,NA,15,1,FALSE
3,4,4.05,0.09,0.16,18,0.41,NA,NA,12,1,FALSE
3,4,4.08,2.71,0.1,73,0.81,NA,NA,5,1,FALSE
3,4,2.6,6.69,0.45,63,0.45,NA,NA,20,1,FALSE
5,4,3.24,8.05,0.55,40,NA,NA,NA,13,2,FALSE
3,1,4.18,0.12,0.04,53,0.63,NA,NA,NA,NA,FALSE
1,4,3.65,2.78,0.25,53,NA,NA,NA,15,1,FALSE
4,4,1.54,1.59,0.08,49,NA,NA,399,11,2,FALSE
3,4,4.9,1.01,0.13,40,0.24,NA,NA,12,2,FALSE
3,4,3.94,2.71,0.02,13,0.34,NA,NA,15,1,FALSE
3,4,4,0.31,0.22,36,0.07,NA,NA,25,1,FALSE
5,4,3.08,1.82,0.26,44,NA,NA,NA,18,1,FALSE
3,4,2.33,1.1,0.05,32,0.26,NA,NA,21,1,FALSE
3,4,3.69,7.79,0.29,39,0.51,NA,NA,12,1,FALSE
3,4,2.42,9.06,0.47,52,0.3,NA,NA,14,1,FALSE
3,4,3.6,3.66,0.12,35,0.53,NA,NA,13,2,FALSE
3,4,2.2,1.91,0.09,20,0.9,NA,NA,12,1,FALSE
3,4,3.15,3.87,0.09,79,0.93,NA,NA,5,1,FALSE
5,3,3.27,5.2,0.71,55,NA,NA,NA,11,1,FALSE
3,4,2.88,6.11,0.33,49,0.48,NA,NA,13,1,FALSE
5,4,2.27,5.97,0.49,56,NA,NA,NA,5,1,FALSE
3,4,3.2,7.11,0.46,32,0.36,NA,NA,20,1,FALSE
3,4,3.23,2.38,0.39,54,0.75,NA,NA,15,1,FALSE
3,4,1.85,8.93,0.5,50,0.39,NA,NA,13,2,FALSE
3,4,3,0.81,0.15,35,0.27,NA,NA,21,1,FALSE
3,4,2.63,3.25,0.36,47,0.43,NA,NA,21,2,FALSE
2,4,3.56,4.36,0.3,60,NA,92,NA,13,1,FALSE
3,4,1.67,2,0.26,35,0.3,NA,NA,15,1,FALSE
3,4,3.99,1.82,0.24,88,0.97,NA,NA,11,1,FALSE
3,2,1.96,1.92,0.22,35,0.12,NA,NA,8,1,FALSE
5,4,3.88,1.81,0.39,57,NA,NA,NA,25,1,FALSE
3,4,2.6,6.82,0.55,28,0.76,NA,NA,10,1,FALSE
3,4,2.27,2.65,0.04,34,0.47,NA,NA,16,1,FALSE
3,3,3.5,6.11,0.34,46,0.77,NA,NA,10,1,FALSE
3,4,2.57,2.35,0.09,56,0.41,NA,NA,5,2,FALSE
3,4,2.52,2.4,0.39,76,0.59,NA,NA,20,1,FALSE
3,4,2.59,4,0.42,53,0.81,NA,NA,12,1,FALSE
3,4,2.41,6.98,0.19,51,0.49,NA,NA,12,2,FALSE
1,4,2.09,5.23,0.24,45,NA,NA,NA,16,1,FALSE
3,4,2.93,2.91,0.02,33,0.15,NA,NA,9,1,FALSE
3,4,3.43,6.18,0.46,47,0.44,NA,NA,19,1,FALSE
3,1,4.23,5.88,0.35,33,0.48,NA,NA,NA,NA,FALSE
3,4,2.99,6.2,0.03,48,0.43,NA,NA,25,1,FALSE
3,4,2.79,5.31,0.23,53,0.75,NA,NA,11,1,TRUE
1,4,2.82,1.57,0.24,61,NA,NA,NA,7,2,FALSE
3,4,2.79,5.31,0.23,53,0.75,NA,NA,11,1,TRUE
3,4,3.23,0.13,0.44,59,0.89,NA,NA,19,1,TRUE
3,4,3.11,1.86,0.36,60,0.89,NA,NA,18,1,TRUE
3,4,2.75,1.41,0.07,29,0.34,NA,NA,10,1,TRUE
3,4,2.76,5.1,0.68,58,0.36,NA,NA,13,1,TRUE
3,4,3.27,2.43,0.44,56,0.83,NA,NA,18,1,FALSE
3,4,2.14,4.57,0.32,63,0.77,NA,NA,8,1,FALSE
3,4,2.95,1.16,0.41,51,0.68,NA,NA,20,1,FALSE
3,4,3.29,2.56,0.37,62,0.88,NA,NA,16,1,FALSE
3,4,3.58,1.29,0.23,61,0.83,NA,NA,21,1,FALSE
3,4,3.44,2.33,0.31,60,0.78,NA,NA,20,1,FALSE
3,4,2.38,3.2,0.03,19,0.41,NA,NA,10,1,TRUE
3,4,3.06,6.64,0.15,67,0.92,NA,NA,12,1,FALSE
3,4,3.29,5.74,0.85,38,0.44,NA,NA,16,1,FALSE
3,4,2.72,3.66,0.27,51,0.59,NA,NA,11,1,FALSE
3,4,2.71,6.82,0.57,49,0.21,NA,NA,17,1,FALSE
2,4,3.47,4.13,0.32,41,NA,48,NA,9,1,FALSE
3,4,2.61,2.55,0.29,49,0.97,NA,NA,21,1,FALSE
3,4,3.18,0.86,0.48,68,0.85,NA,NA,19,1,FALSE
3,4,2.2,5.79,0.22,59,0.48,NA,NA,10,1,FALSE
3,4,3.91,0.82,0.3,48,0.64,NA,NA,21,1,FALSE
3,4,3.2,1.14,0.08,30,0.4,NA,NA,11,1,FALSE
3,4,2.66,4.73,0.23,56,0.66,NA,NA,7,1,FALSE
3,4,3.16,1.63,0.1,32,0.31,NA,NA,5,1,FALSE
3,4,2.27,0.77,0.03,22,0.26,NA,NA,8,1,FALSE
3,4,2.32,2.2,0.07,14,0.1,NA,NA,7,1,FALSE
3,4,3.04,0.15,0.2,26,0.37,NA,NA,11,1,FALSE
3,4,2.52,4.47,0.25,71,0.67,NA,NA,14,1,FALSE
3,4,3.13,5.7,0.52,64,0.8,NA,NA,21,1,FALSE
3,4,3.7,0.4,0.35,59,0.74,NA,NA,6,1,FALSE
3,4,3.24,0.05,0.44,72,0.87,NA,NA,18,1,FALSE
3,4,2.46,4.59,0.79,62,0.54,NA,NA,18,1,FALSE
3,4,2.39,4.87,0.13,76,0.61,NA,NA,12,1,FALSE
3,4,2.77,1.44,0.44,58,0.87,NA,NA,15,1,FALSE
3,4,1.5,5.34,0.32,44,0.74,NA,NA,12,1,FALSE
3,4,2.44,3.77,0.15,70,0.96,NA,NA,11,1,FALSE
3,4,2.74,5.92,0.2,54,0.71,NA,NA,11,1,TRUE
3,4,2.54,1.74,0.03,24,0.14,NA,NA,17,1,FALSE
3,4,2.26,1.2,0.03,24,0.23,NA,NA,7,1,FALSE
3,4,2.36,4.99,0.7,76,0.19,NA,NA,18,1,FALSE
3,4,2.73,6.27,0.26,63,0.99,NA,NA,16,1,FALSE
3,4,2.61,4.66,0.71,67,0.28,NA,NA,20,1,FALSE
3,4,2.55,1.41,0.38,70,0.85,NA,NA,21,1,FALSE
3,4,3.09,0.64,0.4,60,0.84,NA,NA,24,1,FALSE
3,4,4.18,1.29,0.61,43,0.8,NA,NA,23,1,FALSE
3,4,2.92,1.47,0.06,33,0.57,NA,NA,12,1,FALSE
3,4,3.36,0.8,0.34,41,0.76,NA,NA,16,1,FALSE
3,4,2.98,1.35,0.3,71,0.82,NA,NA,16,2,FALSE
3,4,1.86,4.07,0.24,61,0.75,NA,NA,17,1,FALSE
3,4,2.19,4.99,0.24,50,0.62,NA,NA,10,1,FALSE
3,4,2.78,2.77,0.14,27,0.08,NA,NA,16,1,FALSE
3,4,3,5.91,0.16,49,0.86,NA,NA,15,1,FALSE
3,4,3.99,2.36,0.29,64,0.73,NA,NA,9,1,FALSE
3,4,3.25,1.39,0.13,28,0.3,NA,NA,17,1,FALSE
3,4,2.69,0.76,0.43,62,0.88,NA,NA,18,1,FALSE
3,4,2.87,1.49,0.43,56,0.96,NA,NA,24,1,FALSE
3,4,2.71,5.38,0.11,66,0.59,NA,NA,12,1,FALSE
3,4,3.37,1.6,0.44,51,0.79,NA,NA,14,1,FALSE
3,4,3.16,6.26,0.18,56,0.67,NA,NA,11,2,FALSE
3,4,3.05,0,0.51,57,0.96,NA,NA,14,1,FALSE
3,4,2.12,1.11,0.56,60,0.83,NA,NA,25,1,FALSE
3,4,2.78,1.95,0.15,32,0.45,NA,NA,11,1,FALSE
3,4,2.36,0.34,0.46,59,0.92,NA,NA,21,1,FALSE
3,4,2.34,2.14,0.35,80,0.61,NA,NA,20,1,FALSE
3,4,3.23,1.46,0.57,59,0.73,NA,NA,21,1,FALSE
2,4,3.18,1.94,0.12,23,NA,24,NA,10,1,FALSE
3,4,2.94,2.02,0.06,52,0.64,NA,NA,13,1,FALSE
3,4,2.15,7.32,0.18,53,0.85,NA,NA,11,1,FALSE
3,4,3.01,6.2,0.22,57,0.47,NA,NA,14,1,FALSE
3,4,2.47,5.82,0.17,53,0.77,NA,NA,19,1,FALSE
3,2,3.07,1.88,0.3,32,0.34,NA,NA,9,1,FALSE
3,4,3.78,1.13,0.46,64,0.69,NA,NA,21,1,TRUE
3,4,2.83,2.27,0.53,61,0.9,NA,NA,20,1,FALSE
3,4,2.87,5.01,0.24,56,0.44,NA,NA,9,1,FALSE
3,4,3.64,0.87,0.19,56,0.94,NA,NA,6,1,FALSE
3,4,2.84,2.3,0.45,53,0.84,NA,NA,16,1,FALSE
3,4,2.78,4.24,0.19,54,0.76,NA,NA,13,1,FALSE
3,4,3.24,6.14,0.2,67,0.63,NA,NA,10,1,FALSE
3,4,2.18,0.13,0.07,43,0.17,NA,NA,6,1,FALSE
3,4,2.94,1.21,0.47,49,0.87,NA,NA,17,1,FALSE
3,4,2.52,5.4,0.18,70,0.87,NA,NA,14,1,FALSE
3,4,2.94,0.8,0.1,38,0.13,NA,NA,9,1,TRUE
3,4,3.31,0.68,0.19,74,0.79,NA,NA,22,1,FALSE
3,4,3,0.05,0.52,61,0.53,NA,NA,13,1,FALSE
3,4,2.81,1.19,0.48,51,0.67,NA,NA,20,1,FALSE
3,4,3.01,4.76,0.38,51,0.82,NA,NA,18,1,FALSE
3,4,2.76,6.17,0.16,55,0.96,NA,NA,10,1,FALSE
3,4,2.2,5.07,0.24,56,0.98,NA,NA,13,1,FALSE
3,4,3.13,6.99,0.28,55,0.68,NA,NA,6,1,FALSE
3,4,2.06,1.6,0.41,64,0.98,NA,NA,18,1,FALSE
3,4,2.1,2.63,0.05,41,0.51,NA,NA,11,1,FALSE
3,4,2.3,5.19,0.73,73,0.28,NA,NA,15,1,FALSE
3,4,2.85,4.86,0.2,50,0.59,NA,NA,14,1,FALSE
3,4,3.3,6.5,0.1,52,0.71,NA,NA,12,1,FALSE
3,4,3.17,5.54,0.59,58,0.39,NA,NA,16,1,FALSE
3,4,2.24,6.25,0.23,67,0.97,NA,NA,13,1,FALSE
3,4,3.26,2.99,0.35,66,0.96,NA,NA,7,1,FALSE
